id_player,player_name,nationality,field_position,id_team,assists,corners_taken,offsides,dribbles,total_attempts,attempts_on_target,attempts_off_target,blocked,balls_recovered,tackles,tackles_won,tackles_lost,clearance_attempted,fouls_committed,fouls_suffered,yellow_cards,red_cards,passing_accuracy(%),passes_attempted,passes_completed,crossing_accuracy(%),crosses_attempted,crosses_completed,free_kick_taken,matches_appearance,saves,goals_conceded,saves_on_penalty,clean_sheets,punches_made,goals,inside_area,outside_area,right_foot,left_foot,head,other,penalties_scored,distance_covered(km/h),top_speed,minutes_played,matches_appareance,Position,Age,Market Value,Club Name
250061721,kenan bajric,Slovenia,Defender,52797,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,2.0,1.0,1.0,18.0,1.0,4.0,0,0,85.0,144.0,127.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.24,33.96,360.0,4.0,Centre-Back,30.0,€1.30m,Slovan Bratislava
250121218,jhon lucumi,Colombia,Defender,52969,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,31.0,2.0,0.0,2.0,15.0,4.0,1.0,1,0,94.5,244.0,232.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.07,32.26,360.0,4.0,Centre-Back,26.0,€18.00m,Bologna FC 1909
250171278,david raya,Spain,Goalkeeper,52280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,73.0,121.0,87.0,0.0,0.0,0.0,11.0,4.0,5.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.36,27.59,360.0,4.0,Goalkeeper,29.0,€40.00m,Arsenal FC
102420,peter gulacsi,Hungary,Goalkeeper,2603790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,94.5,175.0,166.0,0.0,0.0,0.0,10.0,4.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.21,24.09,360.0,4.0,Goalkeeper,34.0,€2.50m,RB Leipzig
250006714,marco bizot,Netherlands,Goalkeeper,2601306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0,0,62.5,133.0,84.0,0.0,0.0,0.0,27.0,4.0,9.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,26.53,360.0,4.0,Goalkeeper,33.0,€3.50m,Stade Brestois 29
250063980,timon wellenreuther,Germany,Goalkeeper,52749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0,0,79.75,143.0,113.0,0.0,0.0,0.0,8.0,4.0,12.0,10.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.67,26.7,360.0,4.0,Goalkeeper,29.0,€6.00m,Feyenoord Rotterdam
98078,simon mignolet,Belgium,Goalkeeper,50043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0,0,92.25,135.0,123.0,0.0,1.0,0.0,6.0,4.0,8.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.18,23.62,360.0,4.0,Goalkeeper,36.0,€1.50m,Club Brugge KV
250121017,dmytro riznyk,Ukraine,Goalkeeper,52707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0,0,75.25,187.0,138.0,0.0,0.0,0.0,1.0,4.0,11.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.88,25.77,360.0,4.0,Goalkeeper,26.0,€7.00m,Shakhtar Donetsk
250087102,alexander nubel,Germany,Goalkeeper,50107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,84.25,156.0,132.0,0.0,0.0,0.0,4.0,4.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.78,23.2,360.0,4.0,Goalkeeper,28.0,€12.00m,VfB Stuttgart
250105818,peter vindahl,Denmark,Goalkeeper,50033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0,0,50.75,145.0,81.0,0.0,0.0,0.0,16.0,4.0,21.0,8.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.74,27.01,360.0,4.0,Goalkeeper,27.0,€4.50m,AC Sparta Prague
250012069,jan oblak,Slovenia,Goalkeeper,50124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,80.25,82.0,65.0,0.0,0.0,0.0,7.0,4.0,17.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.96,24.14,360.0,4.0,Goalkeeper,32.0,€25.00m,Atlético de Madrid
250124006,franco israel,Uruguay,Goalkeeper,50149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,80.75,134.0,108.0,0.0,0.0,0.0,11.0,4.0,17.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.89,22.6,360.0,4.0,Goalkeeper,24.0,€7.00m,Sporting CP
97746,yann sommer,Switzerland,Goalkeeper,50138,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0,0,82.0,184.0,154.0,0.0,0.0,0.0,10.0,4.0,15.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84,21.24,360.0,4.0,Goalkeeper,36.0,€4.00m,Inter Milan
250135068,lucas chevalier,France,Goalkeeper,75797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0,65.0,142.0,93.0,0.0,0.0,0.0,10.0,4.0,13.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.66,24.81,360.0,4.0,Goalkeeper,23.0,€30.00m,LOSC Lille
250123304,kjell scherpen,Netherlands,Goalkeeper,50111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0,72.75,119.0,85.0,0.0,0.0,0.0,8.0,4.0,14.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.64,22.24,360.0,4.0,Goalkeeper,25.0,€4.00m,SK Sturm Graz
250105612,marco carnesecchi,Italy,Goalkeeper,52816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,63.0,129.0,78.0,0.0,0.0,0.0,11.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.02,29.6,360.0,4.0,Goalkeeper,24.0,€20.00m,Atalanta BC
250157134,dominik takac,Slovakia,Goalkeeper,52797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,65.0,83.0,53.0,0.0,0.0,0.0,6.0,4.0,23.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.72,23.35,360.0,4.0,Goalkeeper,26.0,€2.00m,Slovan Bratislava
74954,kasper schmeichel,Denmark,Goalkeeper,50050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,88.0,145.0,126.0,0.0,0.0,0.0,8.0,4.0,17.0,9.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.61,22.89,360.0,4.0,Goalkeeper,38.0,€750k,Celtic FC
250040573,lukasz skorupski,Poland,Goalkeeper,52969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0,0,81.75,132.0,109.0,0.0,0.0,0.0,9.0,4.0,10.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.15,27.16,360.0,4.0,Goalkeeper,33.0,€2.50m,Bologna FC 1909
250113444,anatoliy trubin,Ukraine,Goalkeeper,50147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,82.25,119.0,97.0,0.0,0.0,0.0,9.0,4.0,14.0,5.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81,22.68,360.0,4.0,Goalkeeper,23.0,€25.00m,SL Benfica
250085475,paulo gazzaniga,Argentina,Goalkeeper,2602798,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2,0,74.75,145.0,110.0,0.0,0.0,0.0,6.0,4.0,16.0,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81,23.12,360.0,4.0,Goalkeeper,33.0,€3.50m,Girona FC
250087938,kai havertz,Germany,Midfielder,52280,0.0,0.0,2.0,4.0,7.0,2.0,3.0,2.0,4.0,3.0,0.0,3.0,2.0,9.0,7.0,0,0,83.0,113.0,94.0,50.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,47.57,31.92,359.0,4.0,Centre-Forward,25.0,€90.00m,Arsenal FC
250172672,alexis mac allister,Argentina,Midfielder,7889,0.0,0.0,0.0,2.0,4.0,2.0,1.0,1.0,16.0,8.0,3.0,5.0,5.0,6.0,5.0,2,0,87.75,190.0,167.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,46.79,32.28,359.0,4.0,Central Midfield,26.0,€80.00m,Liverpool FC
250090766,maximilian mittelstadt,Germany,Defender,50107,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,22.0,14.0,9.0,5.0,12.0,2.0,3.0,1,0,83.5,208.0,174.0,22.73,22.0,5.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.57,32.31,359.0,4.0,Left-Back,27.0,€20.00m,VfB Stuttgart
250112978,dmytro kryskiv,Ukraine,Midfielder,52707,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,4.0,3.0,1.0,6.0,3.0,3.0,0,0,91.5,165.0,151.0,33.34,3.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.28,32.04,359.0,4.0,Central Midfield,24.0,€7.00m,Shakhtar Donetsk
250091013,ibrahima konate,France,Defender,7889,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,25.0,5.0,1.0,4.0,16.0,3.0,2.0,2,0,93.0,213.0,198.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,38.78,33.51,358.0,4.0,Centre-Back,25.0,€50.00m,Liverpool FC
250040471,inigo martinez,Spain,Defender,50080,1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,18.0,1.0,0.0,1.0,12.0,1.0,3.0,1,0,92.25,292.0,272.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,41.06,31.45,354.0,4.0,Centre-Back,33.0,€32.00m,FC Barcelona
250023097,remo freuler,Switzerland,Midfielder,52969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,2.0,4.0,9.0,2.0,2.0,1,0,89.25,177.0,159.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.03,30.59,354.0,4.0,Central Midfield,32.0,€25.00m,Bologna FC 1909
250067630,fikayo tomori,England,Defender,50058,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,20.0,4.0,1.0,3.0,9.0,2.0,1.0,1,0,94.5,298.0,283.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.41,35.17,354.0,4.0,Centre-Back,27.0,€50.00m,AC Milan
250079003,kaan kairinen,Finland,Midfielder,50033,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,15.0,3.0,1.0,2.0,5.0,2.0,0.0,1,0,87.75,91.0,80.0,50.0,4.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,45.33,31.21,353.0,4.0,Central Midfield,26.0,€7.00m,AC Sparta Prague
250130406,johan bakayoko,Belgium,Forward,50062,1.0,0.0,1.0,14.0,13.0,5.0,5.0,3.0,14.0,1.0,1.0,0.0,1.0,2.0,1.0,1,0,87.25,147.0,127.0,18.75,16.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.93,34.52,352.0,4.0,Right Winger,21.0,€45.00m,PSV Eindhoven
250096954,lois openda,Belgium,Forward,2603790,2.0,0.0,4.0,5.0,10.0,2.0,3.0,5.0,3.0,4.0,0.0,4.0,1.0,6.0,2.0,1,0,73.75,54.0,40.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.82,35.55,351.0,4.0,Centre-Forward,25.0,€60.00m,RB Leipzig
250119181,georgiy sudakov,Ukraine,Midfielder,52707,1.0,11.0,0.0,10.0,5.0,2.0,2.0,1.0,11.0,1.0,1.0,0.0,0.0,1.0,6.0,0,0,82.5,207.0,170.0,17.65,17.0,3.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,46.69,31.6,349.0,4.0,Attacking Midfield,22.0,€35.00m,Shakhtar Donetsk
104733,guram kashia,Georgia,Defender,52797,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,24.0,5.0,4.0,1.0,19.0,2.0,2.0,1,0,83.75,155.0,134.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.38,31.89,349.0,4.0,Centre-Back,37.0,€5.00m,Slovan Bratislava
250112122,trincao,Portugal,Forward,50149,0.0,1.0,0.0,14.0,8.0,1.0,5.0,2.0,5.0,3.0,1.0,2.0,3.0,7.0,6.0,0,0,82.25,88.0,71.0,50.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.91,32.9,346.0,4.0,Right Winger,25.0,€30.00m,Sporting CP
250118964,enzo millot,France,Midfielder,50107,1.0,5.0,1.0,10.0,12.0,6.0,5.0,1.0,11.0,8.0,3.0,5.0,2.0,1.0,7.0,0,0,87.0,198.0,172.0,50.0,6.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,43.64,31.16,345.0,4.0,Attacking Midfield,22.0,€42.00m,VfB Stuttgart
250132399,youssouf fofana,France,Midfielder,50058,0.0,0.0,0.0,2.0,6.0,1.0,4.0,1.0,14.0,6.0,4.0,2.0,1.0,3.0,5.0,2,0,93.0,225.0,210.0,100.0,1.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.14,33.13,345.0,4.0,Defensive Midfield,26.0,€30.00m,AC Milan
250169706,daizen maeda,Japan,Forward,50050,0.0,0.0,2.0,6.0,7.0,3.0,4.0,0.0,7.0,6.0,2.0,4.0,3.0,5.0,1.0,0,0,78.75,71.0,58.0,25.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,43.92,35.39,344.0,4.0,Left Winger,27.0,€8.00m,Celtic FC
250118504,edon zhegrova,Kosovo,Midfielder,75797,1.0,7.0,0.0,31.0,8.0,3.0,3.0,2.0,8.0,2.0,0.0,2.0,0.0,1.0,3.0,0,0,78.25,116.0,91.0,14.29,14.0,2.0,8.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,43.38,33.41,344.0,4.0,Right Winger,25.0,€25.00m,LOSC Lille
250181680,alistair johnston,Canada,Defender,50050,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,19.0,11.0,6.0,5.0,17.0,4.0,11.0,2,0,86.25,222.0,194.0,14.29,7.0,1.0,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.07,34.57,343.0,4.0,Right-Back,26.0,€9.00m,Celtic FC
250098471,marko tolic,Croatia,Midfielder,52797,1.0,12.0,2.0,13.0,6.0,1.0,5.0,0.0,3.0,2.0,0.0,2.0,1.0,4.0,6.0,2,0,82.0,165.0,140.0,25.0,20.0,5.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.24,31.96,342.0,4.0,Attacking Midfield,28.0,€2.00m,Slovan Bratislava
250139445,florian wirtz,Germany,Midfielder,50109,0.0,0.0,1.0,15.0,10.0,6.0,3.0,1.0,10.0,2.0,0.0,2.0,1.0,3.0,1.0,1,0,88.5,192.0,172.0,20.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,45.62,32.1,341.0,4.0,Attacking Midfield,21.0,€140.00m,Bayer 04 Leverkusen
250042422,alejandro grimaldo,Spain,Defender,50109,0.0,10.0,0.0,8.0,5.0,2.0,2.0,1.0,11.0,2.0,0.0,2.0,12.0,1.0,3.0,0,0,87.5,216.0,187.0,17.65,17.0,3.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,44.35,32.38,341.0,4.0,Left-Back,29.0,€45.00m,Bayer 04 Leverkusen
250005343,luuk de jong,Netherlands,Forward,50062,0.0,0.0,1.0,2.0,6.0,1.0,3.0,2.0,5.0,4.0,2.0,2.0,4.0,5.0,3.0,1,0,70.0,117.0,82.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.76,29.45,341.0,4.0,Centre-Forward,34.0,€13.00m,PSV Eindhoven
250137390,zeno debast,Belgium,Defender,50149,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,16.0,5.0,3.0,2.0,8.0,4.0,2.0,1,0,89.75,220.0,197.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,39.27,33.88,340.0,4.0,Centre-Back,21.0,€24.00m,Sporting CP
250064232,davide zappacosta,Italy,Defender,52816,1.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,12.0,3.0,1.0,2.0,2.0,2.0,4.0,0,0,90.25,186.0,167.0,44.45,18.0,8.0,2.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.65,32.5,340.0,4.0,Right Midfield,32.0,€20.00m,Atalanta BC
250169730,vanderson,Brazil,Defender,50023,1.0,0.0,0.0,4.0,3.0,1.0,2.0,0.0,23.0,9.0,4.0,5.0,9.0,7.0,5.0,0,0,81.75,193.0,161.0,40.0,5.0,2.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.36,32.99,340.0,4.0,Right-Back,23.0,€20.00m,AS Monaco
250153349,oscar gloukh,Israel,Midfielder,50030,2.0,3.0,0.0,15.0,6.0,2.0,0.0,4.0,6.0,1.0,0.0,1.0,1.0,1.0,4.0,1,0,82.0,191.0,158.0,18.19,11.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.28,32.98,339.0,4.0,Attacking Midfield,20.0,€25.00m,Red Bull Salzburg
250101727,quinten timber,Netherlands,Midfielder,52749,2.0,0.0,0.0,11.0,5.0,2.0,3.0,0.0,17.0,13.0,5.0,8.0,2.0,5.0,7.0,1,0,85.5,125.0,108.0,100.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.49,29.61,338.0,4.0,Central Midfield,23.0,€35.00m,Feyenoord Rotterdam
250013022,tigran barseghyan,Armenia,Midfielder,52797,0.0,5.0,3.0,11.0,6.0,1.0,2.0,3.0,4.0,2.0,2.0,0.0,1.0,3.0,9.0,1,0,73.5,102.0,77.0,28.58,7.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,34.17,338.0,4.0,Right Winger,31.0,€2.50m,Slovan Bratislava
250132407,ludovic ajorque,France,Forward,2601306,3.0,0.0,1.0,1.0,9.0,3.0,6.0,0.0,1.0,4.0,0.0,4.0,0.0,7.0,5.0,2,0,77.0,76.0,60.0,50.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.38,32.29,337.0,4.0,Centre-Forward,30.0,€16.00m,Stade Brestois 29
250097909,mehdi taremi,Iran,Forward,50138,2.0,0.0,0.0,1.0,5.0,1.0,2.0,2.0,7.0,3.0,3.0,0.0,7.0,2.0,4.0,0,0,78.25,67.0,52.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,39.78,31.95,336.0,4.0,Centre-Forward,32.0,€20.00m,Inter Milan
250130234,william boving,Denmark,Midfielder,50111,1.0,10.0,1.0,7.0,3.0,2.0,0.0,1.0,9.0,2.0,1.0,1.0,5.0,1.0,5.0,0,0,76.75,81.0,62.0,18.75,16.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.27,33.46,336.0,4.0,Left Midfield,21.0,€5.00m,SK Sturm Graz
250125538,dan ndoye,Switzerland,Forward,52969,0.0,0.0,1.0,15.0,6.0,0.0,1.0,5.0,18.0,3.0,2.0,1.0,1.0,2.0,10.0,0,0,72.0,114.0,82.0,28.58,7.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.33,35.03,336.0,4.0,Right Winger,24.0,€25.00m,Bologna FC 1909
250162325,minjae kim,Korea Republic,Defender,50037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,3.0,1.0,8.0,3.0,0.0,0,0,98.25,357.0,352.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.12,34.07,335.0,4.0,Centre-Back,28.0,€60.00m,Bayern Munich
250153849,warren zaireemery,France,Midfielder,52747,0.0,0.0,0.0,4.0,5.0,1.0,2.0,2.0,16.0,11.0,2.0,9.0,4.0,4.0,2.0,0,0,91.25,211.0,193.0,33.34,3.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,47.16,32.44,334.0,4.0,Central Midfield,18.0,€60.00m,Paris Saint-Germain
250108215,david strelec,Slovakia,Forward,52797,0.0,0.0,0.0,4.0,7.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,4.0,0,0,80.75,81.0,65.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.57,32.41,334.0,4.0,Centre-Forward,23.0,€4.00m,Slovan Bratislava
250128377,jude bellingham,England,Midfielder,50051,0.0,0.0,1.0,9.0,8.0,2.0,4.0,2.0,5.0,19.0,10.0,9.0,1.0,6.0,10.0,1,0,90.5,159.0,143.0,100.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.99,32.87,333.0,4.0,Attacking Midfield,21.0,€180.00m,Real Madrid
250052469,mohamed salah,Egypt,Forward,7889,4.0,0.0,1.0,9.0,13.0,5.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,78.0,108.0,84.0,44.45,9.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.17,34.54,332.0,4.0,Right Winger,32.0,€150.00m,Liverpool FC
250046522,julian brandt,Germany,Midfielder,52758,1.0,4.0,0.0,2.0,6.0,1.0,4.0,1.0,8.0,7.0,2.0,5.0,1.0,5.0,1.0,0,0,87.0,210.0,183.0,25.0,8.0,2.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.01,33.71,332.0,4.0,Attacking Midfield,28.0,€50.00m,Borussia Dortmund
250161248,sam beukema,Netherlands,Defender,52969,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,20.0,3.0,2.0,1.0,11.0,4.0,5.0,1,0,94.0,214.0,200.0,100.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,30.14,332.0,4.0,Centre-Back,26.0,€22.00m,Bologna FC 1909
250085751,sandro lauper,Switzerland,Midfielder,50031,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,17.0,5.0,1.0,4.0,14.0,3.0,2.0,1,0,88.25,160.0,144.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.35,30.59,332.0,4.0,Defensive Midfield,28.0,€3.00m,BSC Young Boys
250177886,igor paixao,Brazil,Forward,52749,3.0,8.0,0.0,5.0,9.0,2.0,7.0,0.0,5.0,6.0,2.0,4.0,3.0,2.0,7.0,0,0,72.5,77.0,56.0,55.56,9.0,5.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.76,33.68,331.0,4.0,Left Winger,24.0,€17.00m,Feyenoord Rotterdam
